Fecha	Hora	FechaHora	Radiacion	Presion	Humedad	Temperatura	VelocidadViento	NumeroSismos	LatitudPromedio	LongitudPromedio	MagnitudPromedio	ProfundidadPromedio
170421	1200	1704211200	807	1008	48	25,1	1,4	0	NA	NA	NA	NA
170421	1300	1704211300	770	1007	43	27,1	1,4	0	NA	NA	NA	NA
170421	1400	1704211400	676	1006	37	28,8	2,8	0	NA	NA	NA	NA
170421	1500	1704211500	514	1006	37	28,2	3,1	0	NA	NA	NA	NA
170421	1600	1704211600	138	1006	40	25,8	2,3	0	NA	NA	NA	NA
170421	1700	1704211700	30	1006	42	23,2	2,0	0	NA	NA	NA	NA
170421	1800	1704211800	2	1007	53	20,4	1,1	0	NA	NA	NA	NA
170421	1900	1704211900	0	1008	61	18,7	1,5	0	NA	NA	NA	NA
170421	2000	1704212000	0	1008	64	17,9	0,8	0	NA	NA	NA	NA
170421	2100	1704212100	0	1008	63	17,6	0,1	0	NA	NA	NA	NA
170421	2200	1704212200	0	1008	59	18,1	0,4	0	NA	NA	NA	NA
170421	2300	1704212300	0	1009	70	16,7	NA	0	NA	NA	NA	NA
170422	0	1704220000	0	1009	69	16,3	0,1	0	NA	NA	NA	NA
170422	100	1704220100	0	1009	67	15,9	0,0	0	NA	NA	NA	NA
170422	200	1704220200	0	1009	71	14,9	NA	0	NA	NA	NA	NA
170422	300	1704220300	0	1009	75	13,7	0,1	0	NA	NA	NA	NA
170422	400	1704220400	0	1009	77	13,1	NA	0	NA	NA	NA	NA
170422	500	1704220500	0	1009	78	12,5	0,0	0	NA	NA	NA	NA
170422	600	1704220600	0	1010	78	12,6	0,1	0	NA	NA	NA	NA
170422	700	1704220700	19	1010	78	12,6	NA	0	NA	NA	NA	NA
170422	800	1704220800	125	1010	72	14,0	0,3	0	NA	NA	NA	NA
170422	900	1704220900	472	1010	59	18,3	0,6	0	NA	NA	NA	NA
170422	1000	1704221000	654	1010	58	19,3	1,1	0	NA	NA	NA	NA
170422	1100	1704221100	749	1009	52	21,3	0,6	0	NA	NA	NA	NA
170422	1200	1704221200	790	1008	45	23,6	0,7	0	NA	NA	NA	NA
170422	1300	1704221300	753	1007	43	24,8	1,0	0	NA	NA	NA	NA
170422	1400	1704221400	654	1006	37	27,6	1,5	0	NA	NA	NA	NA
170422	1500	1704221500	496	1005	28	29,7	2,0	0	NA	NA	NA	NA
170422	1600	1704221600	128	1005	25	26,4	2,0	0	NA	NA	NA	NA
170422	1700	1704221700	31	1005	30	23,8	1,2	0	NA	NA	NA	NA
170422	1800	1704221800	2	1006	34	21,7	1,2	0	NA	NA	NA	NA
170422	1900	1704221900	0	1007	43	19,4	1,1	2	-33,036	-72,036	3,950	23,800
170422	2000	1704222000	0	1007	48	18,1	0,7	5	-33,023	-72,031	3,020	20,440
170422	2100	1704222100	0	1007	56	17,2	0,3	1	-33,029	-72,058	2,400	20,100
170422	2200	1704222200	0	1008	75	15,6	0,1	6	-33,030	-72,045	3,533	19,300
170422	2300	1704222300	0	1008	73	15,0	NA	8	-33,028	-72,045	3,913	21,563
170423	0	1704230000	0	1008	71	13,8	NA	7	-33,029	-71,983	3,643	23,486
170423	100	1704230100	0	1008	69	12,8	0,2	7	-33,026	-71,989	3,143	25,400
170423	200	1704230200	0	1008	68	12,1	0,0	7	-33,019	-72,031	2,514	22,029
170423	300	1704230300	0	1008	68	11,4	0,1	1	-33,018	-72,083	2,200	20,100
170423	400	1704230400	0	1008	68	10,8	0,6	6	-33,048	-72,060	2,833	23,017
170423	500	1704230500	0	1008	68	10,6	0,6	3	-33,019	-72,068	2,833	26,667
170423	600	1704230600	0	1008	69	10,1	0,1	3	-32,982	-72,054	2,967	26,067
170423	700	1704230700	26	1008	69	10,2	0,4	1	-33,023	-71,674	2,900	42,100
170423	800	1704230800	179	1009	66	11,1	0,8	1	-33,103	-72,057	2,600	19,000
170423	900	1704230900	497	1009	49	17,2	0,6	2	-33,053	-71,939	3,250	28,550
170423	1000	1704231000	670	1009	44	20,0	1,2	2	-33,013	-71,985	2,850	23,100
170423	1100	1704231100	769	1009	34	23,2	1,1	2	-32,958	-72,043	2,900	23,100
170423	1200	1704231200	813	1008	19	26,2	2,2	2	-33,042	-71,947	2,750	14,900
170423	1300	1704231300	784	1008	16	27,1	2,5	1	-32,991	-71,964	4,300	26,900
170423	1400	1704231400	681	1007	23	26,1	3,2	1	-33,040	-72,053	2,600	33,700
170423	1500	1704231500	513	1007	25	25,2	3,1	0	NA	NA	NA	NA
170423	1600	1704231600	120	1007	33	21,3	3,9	6	-33,055	-72,067	3,567	18,233
170423	1700	1704231700	28	1008	40	19,4	4,6	11	-33,060	-72,077	2,745	19,809
170423	1800	1704231800	1	1009	36	17,8	2,3	3	-33,032	-72,047	2,867	23,800
170423	1900	1704231900	0	1009	40	16,6	1,7	1	-33,011	-72,058	2,600	15,000
170423	2000	1704232000	0	1009	47	15,7	2,2	1	-33,107	-71,897	2,300	6,100
170423	2100	1704232100	0	1009	49	15,8	2,0	1	-33,051	-72,072	3,000	34,100
170423	2200	1704232200	0	1010	48	16,3	1,3	4	-33,029	-72,071	3,000	25,175
170423	2300	1704232300	0	1010	49	16,0	1,0	2	-33,042	-72,148	3,000	26,200
170424	0	1704240000	0	1010	52	15,4	0,8	3	-33,088	-72,089	3,900	25,833
170424	100	1704240100	0	1009	54	14,5	0,2	2	-33,053	-72,138	2,650	30,200
170424	200	1704240200	0	1009	61	13,0	NA	1	-33,113	-72,133	2,900	33,200
170424	300	1704240300	0	1009	65	12,1	NA	6	-33,072	-72,084	3,083	24,400
170424	400	1704240400	0	1009	66	11,8	NA	5	-33,036	-72,033	2,500	22,680
170424	500	1704240500	0	1009	69	10,8	NA	4	-33,023	-72,117	3,125	19,475
170424	600	1704240600	0	1009	72	10,1	0,3	0	NA	NA	NA	NA
170424	700	1704240700	20	1009	71	10,1	0,1	1	-33,124	-72,082	3,200	26,900
170424	800	1704240800	160	1009	67	11,0	0,3	4	-33,079	-72,081	2,900	22,225
170424	900	1704240900	486	1009	51	16,7	0,3	1	-33,080	-72,123	2,800	20,100
170424	1000	1704241000	662	1009	48	18,2	0,8	2	-33,050	-72,008	3,300	27,000
170424	1100	1704241100	680	1008	45	19,9	0,9	1	-32,972	-72,080	2,500	20,100
170424	1200	1704241200	539	1008	44	20,6	1,2	3	-33,056	-72,031	2,867	27,033
170424	1300	1704241300	526	1007	35	22,6	1,6	0	NA	NA	NA	NA
170424	1400	1704241400	309	1006	33	21,6	2,3	0	NA	NA	NA	NA
170424	1500	1704241500	283	1006	39	20,9	1,6	0	NA	NA	NA	NA
170424	1600	1704241600	138	1007	43	19,7	1,7	2	-33,056	-71,992	2,950	24,850
170424	1700	1704241700	34	1007	47	18,2	0,8	1	-33,120	-71,955	2,300	30,100
170424	1800	1704241800	2	1008	50	17,0	1,2	6	-32,963	-72,123	4,467	25,633
170424	1900	1704241900	0	1008	53	15,9	0,7	12	-33,114	-71,936	3,842	26,000
170424	2000	1704242000	0	1009	51	15,2	0,7	10	-33,140	-71,926	3,650	25,000
170424	2100	1704242100	0	1009	58	14,5	0,4	15	-33,074	-72,006	3,187	24,587
170424	2200	1704242200	0	1009	60	13,7	0,4	12	-33,087	-72,051	3,417	22,283
170424	2300	1704242300	0	1010	63	13,0	NA	14	-33,095	-71,984	2,943	23,807
170425	0	1704250000	0	1010	67	12,1	NA	18	-33,110	-71,995	3,094	24,450
170425	100	1704250100	0	1010	66	12,5	0,0	7	-33,092	-72,013	2,986	20,957
170425	200	1704250200	0	1010	65	13,1	0,1	10	-33,108	-71,961	3,130	26,120
170425	300	1704250300	0	1010	73	14,4	0,4	5	-32,991	-72,104	3,220	27,260
170425	400	1704250400	0	1010	74	14,6	0,0	10	-33,041	-72,049	2,940	20,490
170425	500	1704250500	0	1010	75	14,2	NA	8	-33,104	-72,009	3,138	23,225
170425	600	1704250600	0	1011	78	13,5	NA	6	-33,105	-72,037	3,200	26,017
170425	700	1704250700	12	1012	80	13,2	0,1	8	-33,085	-72,007	3,275	21,263
170425	800	1704250800	157	1013	77	13,8	0,0	12	-33,096	-72,152	3,317	22,442
170425	900	1704250900	484	1013	63	17,4	0,7	8	-33,065	-72,067	3,325	21,425
170425	1000	1704251000	655	1014	51	19,7	1,2	9	-33,081	-71,985	3,111	27,633
170425	1100	1704251100	763	1014	35	22,5	2,0	6	-33,098	-71,940	3,233	23,617
170425	1200	1704251200	802	1013	31	23,3	2,6	8	-33,062	-72,101	3,200	27,350
170425	1300	1704251300	772	1013	28	24,6	1,9	7	-33,180	-72,007	3,543	22,686
170425	1400	1704251400	651	1012	34	24,4	2,6	5	-33,055	-71,966	3,080	25,220
170425	1500	1704251500	479	1012	38	22,4	3,9	4	-33,039	-72,052	2,700	26,225
170425	1600	1704251600	109	1012	40	19,7	4,3	6	-33,157	-71,985	3,083	21,767
170425	1700	1704251700	29	1012	45	18,0	3,5	6	-33,119	-72,089	3,133	24,083
170425	1800	1704251800	1	1013	50	16,4	4,2	6	-33,122	-72,051	3,100	19,950
170425	1900	1704251900	0	1013	53	15,5	2,9	0	NA	NA	NA	NA
170425	2000	1704252000	0	1013	55	15,2	2,0	3	-32,905	-71,890	3,633	29,133
170425	2100	1704252100	0	1013	55	15,1	1,6	6	-32,992	-72,050	3,133	25,067
170425	2200	1704252200	0	1014	56	14,5	1,4	3	-32,999	-72,063	2,800	21,300
170425	2300	1704252300	0	1014	57	13,9	1,5	4	-33,064	-72,123	2,725	20,975
170426	0	1704260000	0	1014	57	13,7	0,7	3	-33,034	-72,094	2,933	19,633
170426	100	1704260100	0	1013	59	13,2	0,8	2	-33,205	-71,828	2,600	29,600
170426	200	1704260200	0	1013	60	12,6	0,8	5	-33,030	-72,025	2,680	20,340
170426	300	1704260300	0	1013	63	11,6	NA	1	-33,030	-71,904	2,800	28,100
170426	400	1704260400	0	1012	65	11,0	0,0	3	-33,015	-72,160	2,833	25,367
170426	500	1704260500	0	1012	67	10,4	0,6	5	-33,022	-72,089	3,080	21,720
170426	600	1704260600	0	1012	68	10,0	0,8	7	-33,068	-72,043	2,871	21,200
170426	700	1704260700	12	1012	69	9,5	0,3	5	-33,068	-72,124	3,020	19,740
170426	800	1704260800	136	1012	66	10,5	0,3	1	-32,926	-72,119	2,600	10,100
170426	900	1704260900	480	1012	48	16,6	0,7	1	-33,102	-72,011	3,000	20,100
170426	1000	1704261000	651	1012	45	18,9	1,0	2	-33,082	-72,222	3,200	17,850
170426	1100	1704261100	759	1011	44	19,7	1,8	1	-33,294	-71,847	4,400	26,500
170426	1200	1704261200	792	1010	40	21,2	1,8	3	-33,184	-72,086	3,667	24,733
170426	1300	1704261300	762	1009	37	22,7	1,6	1	-32,996	-72,057	3,500	21,800
170426	1400	1704261400	659	1008	33	24,8	1,3	0	NA	NA	NA	NA
170426	1500	1704261500	495	1008	27	25,8	2,8	1	-32,920	-72,235	2,800	13,300
170426	1600	1704261600	99	1007	28	23,4	1,5	1	-33,060	-72,090	2,700	23,200
170426	1700	1704261700	27	1007	30	22,2	1,6	1	-33,122	-71,737	2,700	24,500
170426	1800	1704261800	1	1007	32	20,6	1,5	0	NA	NA	NA	NA
170426	1900	1704261900	0	1007	31	19,6	1,6	2	-33,073	-72,127	2,650	22,550
170426	2000	1704262000	0	1007	31	19,4	1,3	0	NA	NA	NA	NA
170426	2100	1704262100	0	1008	38	17,2	0,1	0	NA	NA	NA	NA
170426	2200	1704262200	0	1008	46	14,7	0,0	2	-33,077	-71,838	3,400	24,300
170426	2300	1704262300	0	1008	48	13,5	NA	0	NA	NA	NA	NA
170427	0	1704270000	0	1008	50	12,9	0,2	2	-33,094	-72,050	3,000	21,650
170427	100	1704270100	0	1008	50	12,5	0,4	1	-33,074	-72,012	3,200	29,000
170427	200	1704270200	0	1007	49	12,1	1,2	5	-33,195	-71,901	3,680	22,560
170427	300	1704270300	0	1007	50	11,3	0,8	1	-33,288	-71,882	4,100	28,800
170427	400	1704270400	0	1007	52	10,2	0,5	4	-33,183	-71,934	2,875	24,500
170427	500	1704270500	0	1007	52	9,7	0,5	2	-33,186	-71,977	4,450	22,850
170427	600	1704270600	0	1007	52	9,4	0,5	4	-33,018	-72,038	3,150	24,025
170427	700	1704270700	10	1007	53	8,8	0,8	2	-33,287	-71,932	2,700	25,100
170427	800	1704270800	111	1008	50	9,9	0,7	2	-32,910	-72,151	2,950	15,300
170427	900	1704270900	489	1008	38	15,8	0,6	4	-33,026	-72,069	2,625	23,350
170427	1000	1704271000	650	1009	44	17,6	1,3	2	-33,108	-71,980	2,750	21,600
170427	1100	1704271100	743	1009	40	18,6	1,0	1	-33,040	-72,405	2,800	29,900
170427	1200	1704271200	779	1008	33	20,7	1,1	4	-33,160	-71,958	3,225	24,675
170427	1300	1704271300	749	1008	34	22,4	0,9	2	-33,011	-72,036	3,250	26,500
170427	1400	1704271400	650	1007	34	23,1	1,0	2	-33,238	-71,933	2,900	19,450
170427	1500	1704271500	486	1007	35	23,4	0,8	2	-33,019	-72,216	3,100	22,450
170427	1600	1704271600	91	1007	42	20,6	1,0	1	-33,078	-72,016	2,700	25,300
170427	1700	1704271700	25	1007	45	19,4	0,3	0	NA	NA	NA	NA
170427	1800	1704271800	1	1008	53	17,3	NA	2	-33,184	-71,811	3,600	24,750
170427	1900	1704271900	0	1008	61	15,9	NA	1	-33,009	-72,191	3,100	14,300
170427	2000	1704272000	0	1009	63	15,0	NA	1	-33,000	-72,176	3,600	24,100
170427	2100	1704272100	0	1009	67	14,3	NA	1	-33,020	-72,026	2,600	25,000
170427	2200	1704272200	0	1009	74	13,6	NA	1	-33,131	-71,845	2,700	28,900
170427	2300	1704272300	0	1009	76	12,7	NA	3	-33,034	-72,135	3,133	25,700
170428	0	1704280000	0	1009	70	11,3	NA	0	NA	NA	NA	NA
170428	100	1704280100	0	1009	64	10,6	NA	0	NA	NA	NA	NA
170428	200	1704280200	0	1009	62	10,1	NA	1	-32,924	-72,120	3,400	20,100
170428	300	1704280300	0	1008	60	9,7	0,2	4	-33,018	-71,992	2,500	24,700
170428	400	1704280400	0	1008	59	9,5	0,2	0	NA	NA	NA	NA
170428	500	1704280500	0	1008	60	9,0	0,2	1	-33,098	-72,124	3,200	31,200
170428	600	1704280600	0	1009	59	9,0	0,1	1	-33,060	-72,143	3,200	23,700
170428	700	1704280700	10	1009	59	8,7	0,3	2	-32,969	-72,353	2,500	24,200
170428	800	1704280800	91	1009	55	9,8	0,6	2	-32,982	-72,205	2,500	30,500
170428	900	1704280900	479	1009	44	15,4	0,3	1	-32,990	-72,165	3,100	16,700
170428	1000	1704281000	640	1009	51	17,5	1,3	1	-33,082	-72,091	3,200	29,000
170428	1100	1704281100	735	1009	48	18,6	0,9	0	NA	NA	NA	NA
170428	1200	1704281200	769	1008	43	20,0	1,0	9	-33,273	-72,075	4,622	25,944
170428	1300	1704281300	734	1007	38	20,7	1,1	8	-33,256	-71,908	3,963	26,325
170428	1400	1704281400	635	1006	37	22,3	0,9	15	-33,294	-71,982	3,473	24,133
170428	1500	1704281500	472	1005	37	23,4	1,1	13	-33,294	-71,945	2,969	23,654
170428	1600	1704281600	86	1005	44	21,1	0,7	8	-33,295	-71,952	3,088	24,150
170428	1700	1704281700	25	1005	41	21,9	0,6	3	-33,258	-71,976	3,067	25,300
170428	1800	1704281800	1	1006	39	21,8	0,3	6	-33,118	-72,018	3,000	24,150
170428	1900	1704281900	0	1006	58	17,7	0,1	3	-33,207	-72,017	2,633	23,900
170428	2000	1704282000	0	1007	66	16,2	0,1	1	-33,249	-72,042	2,700	19,800
170428	2100	1704282100	0	1007	70	15,2	0,0	6	-33,177	-72,001	2,833	22,750
170428	2200	1704282200	0	1007	73	14,6	NA	9	-33,269	-72,087	3,411	26,333
170428	2300	1704282300	0	1007	76	13,4	NA	4	-33,200	-71,834	3,575	28,675
170429	0	1704290000	0	1007	78	12,4	NA	2	-33,216	-72,201	2,700	29,000
170429	100	1704290100	0	1007	75	11,7	NA	3	-33,146	-72,022	3,200	20,800
170429	200	1704290200	0	1006	73	11,2	NA	3	-33,216	-71,926	2,600	27,700
170429	300	1704290300	0	1006	71	10,5	0,0	0	NA	NA	NA	NA
170429	400	1704290400	0	1006	71	9,9	NA	2	-33,165	-72,024	3,500	22,750
170429	500	1704290500	0	1005	69	9,9	0,1	5	-33,171	-71,930	3,400	22,580
170429	600	1704290600	0	1006	69	9,8	0,2	3	-33,115	-72,091	2,967	23,100
170429	700	1704290700	9	1006	69	9,4	0,5	2	-33,147	-71,951	2,650	21,850
170429	800	1704290800	69	1006	66	10,5	0,5	2	-33,218	-72,043	2,550	17,900
170429	900	1704290900	469	1006	53	15,5	0,3	0	NA	NA	NA	NA
170429	1000	1704291000	629	1006	51	18,7	0,8	1	-33,131	-72,091	2,800	23,400
170429	1100	1704291100	727	1006	48	19,8	0,7	2	-32,998	-72,239	2,950	23,650
170429	1200	1704291200	759	1006	49	20,1	1,0	0	NA	NA	NA	NA
170429	1300	1704291300	721	1005	43	22,0	1,0	1	-32,945	-72,061	3,000	27,300
170429	1400	1704291400	621	1005	43	23,5	0,9	4	-33,147	-71,978	2,900	25,600
170429	1500	1704291500	460	1005	41	23,9	0,7	4	-33,125	-72,089	2,875	25,650
170429	1600	1704291600	85	1005	46	21,0	0,4	1	-33,299	-71,948	3,000	19,000
170429	1700	1704291700	27	1005	51	20,3	0,0	2	-33,311	-71,917	3,450	24,000
170429	1800	1704291800	1	1006	59	18,0	0,1	1	-33,067	-72,095	2,900	31,000
170429	1900	1704291900	0	1007	69	16,0	0,2	2	-33,151	-72,023	2,900	25,800
170429	2000	1704292000	0	1007	79	14,4	NA	0	NA	NA	NA	NA
170429	2100	1704292100	0	1007	80	14,0	NA	0	NA	NA	NA	NA
170429	2200	1704292200	0	1007	78	13,6	NA	0	NA	NA	NA	NA
170429	2300	1704292300	0	1007	81	12,7	NA	0	NA	NA	NA	NA
170430	0	1704300000	0	1007	79	11,5	NA	5	-33,121	-72,122	2,800	28,020
170430	100	1704300100	0	1006	77	11,0	0,3	0	NA	NA	NA	NA
170430	200	1704300200	0	1006	76	10,6	0,0	2	-33,001	-72,241	2,650	35,700
170430	300	1704300300	0	1006	78	9,9	NA	4	-33,156	-72,141	2,800	20,600
170430	400	1704300400	0	1006	79	9,4	NA	1	-33,015	-72,183	2,500	20,600
170430	500	1704300500	0	1006	81	8,8	NA	2	-33,049	-72,198	3,050	26,000
170430	600	1704300600	0	1007	80	9,2	NA	1	-33,355	-71,908	3,300	31,900
170430	700	1704300700	15	1007	80	9,1	0,0	0	NA	NA	NA	NA
170430	800	1704300800	59	1007	79	10,3	NA	0	NA	NA	NA	NA
170430	900	1704300900	97	1008	81	12,3	NA	2	-33,024	-72,223	2,700	22,500
170430	1000	1704301000	184	1008	83	13,9	NA	4	-33,042	-72,098	2,925	24,025
170430	1100	1704301100	305	1008	78	15,0	0,5	0	NA	NA	NA	NA
170430	1200	1704301200	438	1008	73	16,2	0,7	1	-33,328	-71,932	2,700	27,100
170430	1300	1704301300	509	1007	70	17,3	0,8	1	-33,099	-72,072	3,700	22,900
170430	1400	1704301400	265	1007	73	16,3	0,4	2	-33,181	-72,120	3,450	19,700
170430	1500	1704301500	186	1006	77	15,6	0,6	0	NA	NA	NA	NA
170430	1600	1704301600	126	1006	80	15,0	0,5	0	NA	NA	NA	NA
170430	1700	1704301700	38	1007	82	14,4	0,0	0	NA	NA	NA	NA
170430	1800	1704301800	1	1007	85	14,0	0,0	4	-33,029	-72,065	3,150	25,625
170430	1900	1704301900	0	1008	86	14,0	0,1	3	-33,112	-72,090	3,133	21,300
170430	2000	1704302000	0	1009	84	14,1	0,5	1	-32,958	-72,187	2,600	24,100
170430	2100	1704302100	0	1009	83	14,2	0,5	2	-33,046	-71,962	2,550	23,700
170430	2200	1704302200	0	1009	83	14,3	0,4	0	NA	NA	NA	NA
170430	2300	1704302300	0	1009	82	14,2	0,3	0	NA	NA	NA	NA
170501	0	1705010000	0	1009	83	14,2	0,4	1	-32,914	-72,210	2,400	24,100
170501	100	1705010100	0	1009	83	14,1	0,6	0	NA	NA	NA	NA
170501	200	1705010200	0	1008	84	13,9	0,2	0	NA	NA	NA	NA
170501	300	1705010300	0	1008	84	13,8	0,0	0	NA	NA	NA	NA
170501	400	1705010400	0	1008	85	13,5	0,2	1	-33,056	-72,332	2,600	32,400
170501	500	1705010500	0	1008	86	13,5	NA	0	NA	NA	NA	NA
170501	600	1705010600	0	1008	89	13,3	NA	2	-33,011	-72,094	3,150	12,350
170501	700	1705010700	3	1009	88	13,4	0,0	0	NA	NA	NA	NA
170501	800	1705010800	18	1010	87	13,7	0,3	0	NA	NA	NA	NA
170501	900	1705010900	45	1010	83	14,1	0,4	0	NA	NA	NA	NA
170501	1000	1705011000	118	1010	79	14,8	0,8	1	-33,276	-71,951	3,100	28,200
170501	1100	1705011100	162	1010	73	15,9	0,5	1	-33,021	-72,067	2,800	20,000
170501	1200	1705011200	201	1009	69	16,5	0,7	0	NA	NA	NA	NA
170501	1300	1705011300	345	1009	66	17,2	1,1	3	-33,226	-71,952	2,500	21,633
170501	1400	1705011400	223	1010	69	16,6	0,8	2	-33,047	-72,061	2,400	22,700
170501	1500	1705011500	131	1010	72	16,0	0,4	1	-32,792	-71,917	2,600	20,000
170501	1600	1705011600	99	1011	66	16,4	0,5	0	NA	NA	NA	NA
170501	1700	1705011700	33	1011	67	16,0	0,1	1	-33,073	-72,124	2,600	24,100
170501	1800	1705011800	1	1011	68	15,6	NA	0	NA	NA	NA	NA
170501	1900	1705011900	0	1012	69	15,4	0,0	0	NA	NA	NA	NA
170501	2000	1705012000	0	1012	70	15,4	0,0	3	-33,106	-72,140	3,100	21,633
170501	2100	1705012100	0	1011	72	14,7	0,0	0	NA	NA	NA	NA
170501	2200	1705012200	0	1011	79	13,0	NA	0	NA	NA	NA	NA
170501	2300	1705012300	0	1011	84	11,8	NA	1	-33,014	-72,350	2,500	15,000
170502	0	1705020000	0	1011	86	10,9	0,0	0	NA	NA	NA	NA
170502	100	1705020100	0	1011	85	10,8	0,1	1	-33,339	-71,935	3,000	26,000
170502	200	1705020200	0	1011	82	11,7	0,3	0	NA	NA	NA	NA
170502	300	1705020300	0	1012	79	12,2	0,2	4	-33,079	-72,161	3,150	20,100
170502	400	1705020400	0	1011	79	12,2	0,2	0	NA	NA	NA	NA
170502	500	1705020500	0	1011	82	11,6	0,1	1	-33,098	-71,916	3,000	24,300
170502	600	1705020600	0	1012	82	11,4	0,3	1	-33,120	-71,845	3,200	27,800
170502	700	1705020700	11	1012	82	11,2	0,5	1	-33,094	-72,008	2,400	27,200
170502	800	1705020800	67	1012	80	11,4	0,7	0	NA	NA	NA	NA
170502	900	1705020900	373	1013	69	14,4	0,6	0	NA	NA	NA	NA
170502	1000	1705021000	439	1013	55	18,2	0,7	0	NA	NA	NA	NA
170502	1100	1705021100	590	1013	53	19,5	0,9	0	NA	NA	NA	NA
170502	1200	1705021200	698	1012	55	19,6	1,1	1	-33,039	-71,950	2,600	24,000
170502	1300	1705021300	650	1012	57	19,8	1,4	0	NA	NA	NA	NA
170502	1400	1705021400	556	1011	57	20,7	1,4	0	NA	NA	NA	NA
170502	1500	1705021500	426	1011	50	22,5	1,2	0	NA	NA	NA	NA
170502	1600	1705021600	81	1011	59	19,2	1,0	0	NA	NA	NA	NA
170502	1700	1705021700	26	1011	58	19,0	0,6	0	NA	NA	NA	NA
170502	1800	1705021800	1	1010	64	17,5	NA	0	NA	NA	NA	NA
170502	1900	1705021900	0	1011	75	15,5	NA	2	-32,934	-72,164	3,000	20,700
170502	2000	1705022000	0	1011	68	16,0	0,2	1	-32,802	-72,340	2,700	39,800
170502	2100	1705022100	0	1011	70	16,3	0,8	1	-32,995	-72,378	3,300	28,800
170502	2200	1705022200	0	1011	73	15,9	0,6	0	NA	NA	NA	NA
170502	2300	1705022300	0	1011	74	15,1	0,3	0	NA	NA	NA	NA
170503	0	1705030000	0	1011	80	13,6	NA	0	NA	NA	NA	NA
170503	100	1705030100	0	1011	80	12,8	NA	0	NA	NA	NA	NA
170503	200	1705030200	0	1010	80	11,8	0,4	1	-32,972	-72,141	2,600	26,900
170503	300	1705030300	0	1010	80	11,0	0,7	1	-33,377	-71,897	3,100	25,100
170503	400	1705030400	0	1009	79	10,5	0,8	2	-32,863	-72,074	2,600	24,350
170503	500	1705030500	0	1009	79	10,1	0,7	1	-33,218	-71,998	2,400	24,100
170503	600	1705030600	0	1009	79	9,8	0,6	0	NA	NA	NA	NA
170503	700	1705030700	7	1009	81	9,0	0,8	1	-33,068	-72,017	2,400	25,100
170503	800	1705030800	69	1009	76	9,9	0,7	0	NA	NA	NA	NA
170503	900	1705030900	433	1008	62	14,0	0,7	0	NA	NA	NA	NA
170503	1000	1705031000	592	1008	52	18,3	0,7	0	NA	NA	NA	NA
170503	1100	1705031100	692	1007	53	19,0	0,8	2	-33,161	-72,086	3,300	22,050
170503	1200	1705031200	724	1007	51	19,4	1,2	2	-33,002	-72,241	2,850	34,750
170503	1300	1705031300	682	1006	42	21,8	0,7	1	-33,083	-72,260	4,500	22,500
170503	1400	1705031400	587	1005	43	23,2	0,8	2	-33,037	-72,104	2,900	25,200
170503	1500	1705031500	429	1005	43	23,3	0,8	1	-33,029	-71,750	2,800	26,700
170503	1600	1705031600	75	1005	57	19,5	0,7	2	-33,092	-72,066	3,250	30,400
170503	1700	1705031700	24	1005	62	18,2	0,1	0	NA	NA	NA	NA
170503	1800	1705031800	1	1006	67	16,7	NA	0	NA	NA	NA	NA
170503	1900	1705031900	0	1006	72	15,8	NA	0	NA	NA	NA	NA
170503	2000	1705032000	0	1006	77	14,9	NA	1	-33,069	-71,810	2,400	32,200
170503	2100	1705032100	0	1007	77	13,9	NA	0	NA	NA	NA	NA
170503	2200	1705032200	0	1007	81	12,9	NA	0	NA	NA	NA	NA
170503	2300	1705032300	0	1007	82	11,7	NA	0	NA	NA	NA	NA
170504	0	1705040000	0	1006	81	11,0	NA	0	NA	NA	NA	NA
170504	100	1705040100	0	1006	82	10,3	NA	0	NA	NA	NA	NA
170504	200	1705040200	0	1006	83	9,5	0,2	2	-33,159	-71,970	2,950	27,300
170504	300	1705040300	0	1006	84	9,2	0,6	0	NA	NA	NA	NA
170504	400	1705040400	0	1006	85	8,7	0,5	1	-33,111	-72,236	3,400	15,000
170504	500	1705040500	0	1005	85	8,1	0,6	2	-33,325	-72,001	2,700	25,250
170504	600	1705040600	0	1005	86	7,8	0,6	0	NA	NA	NA	NA
170504	700	1705040700	14	1006	87	7,7	0,3	1	-33,098	-72,006	2,800	27,800
170504	800	1705040800	86	1007	85	8,4	NA	0	NA	NA	NA	NA
170504	900	1705040900	394	1007	75	11,7	NA	0	NA	NA	NA	NA
170504	1000	1705041000	517	1007	76	13,5	0,8	1	-33,014	-72,005	2,500	20,000
170504	1100	1705041100	278	1007	86	12,6	0,6	1	-33,086	-72,024	3,800	28,100
170504	1200	1705041200	192	1007	87	13,2	0,5	0	NA	NA	NA	NA
170504	1300	1705041300	172	1007	85	13,7	0,4	1	-33,068	-71,970	3,500	26,600
170504	1400	1705041400	135	1007	83	13,8	0,5	0	NA	NA	NA	NA
170504	1500	1705041500	112	1007	80	14,1	0,2	0	NA	NA	NA	NA
170504	1600	1705041600	65	1007	81	14,0	0,2	0	NA	NA	NA	NA
170504	1700	1705041700	17	1007	84	13,5	0,0	1	-33,202	-71,709	2,700	25,100
170504	1800	1705041800	0	1008	86	13,2	NA	0	NA	NA	NA	NA
170504	1900	1705041900	0	1008	87	13,2	NA	0	NA	NA	NA	NA
170504	2000	1705042000	0	1008	87	13,2	NA	0	NA	NA	NA	NA
