Año	Mes	Dia	Minuto	Segundo	Fecha	Hora	FechaHora	Latitud	Longitud	Magnitud	Profundidad	Radiacion	Presion	Humedad	Temperatura	VelocidadViento
2017	4	27	24	41	170427	500	1704270500	-33,276	-71,892	4,8	27,3	0	1007	52	9,7	0,5
2017	4	27	46	34	170427	500	1704270500	-33,096	-72,062	4,1	18,4	0	1007	52	9,7	0,5
2017	4	27	7	31	170427	600	1704270600	-33,022	-72,033	2,9	22,8	0	1007	52	9,4	0,5
2017	4	27	15	29	170427	600	1704270600	-33,043	-71,921	3,0	26,6	0	1007	52	9,4	0,5
2017	4	27	19	22	170427	600	1704270600	-32,969	-71,985	3,3	26,2	0	1007	52	9,4	0,5
2017	4	27	46	9	170427	600	1704270600	-33,038	-72,212	3,4	20,5	0	1007	52	9,4	0,5
2017	4	27	34	36	170427	700	1704270700	-33,284	-71,968	2,8	24,1	10	1007	53	8,8	0,8
2017	4	27	50	36	170427	700	1704270700	-33,290	-71,895	2,6	26,1	10	1007	53	8,8	0,8
2017	4	27	12	43	170427	800	1704270800	-32,912	-72,153	2,9	15,3	111	1008	50	9,9	0,7
2017	4	27	12	43	170427	800	1704270800	-32,907	-72,148	3,0	15,3	111	1008	50	9,9	0,7
2017	4	27	14	46	170427	900	1704270900	-33,034	-72,148	2,7	21,4	489	1008	38	15,8	0,6
2017	4	27	18	38	170427	900	1704270900	-33,137	-72,150	2,6	21,8	489	1008	38	15,8	0,6
2017	4	27	34	42	170427	900	1704270900	-32,969	-72,047	2,6	20,1	489	1008	38	15,8	0,6
2017	4	27	34	43	170427	900	1704270900	-32,963	-71,930	2,6	30,1	489	1008	38	15,8	0,6
2017	4	27	16	16	170427	1000	1704271000	-33,118	-71,941	2,7	24,0	650	1009	44	17,6	1,3
2017	4	27	34	34	170427	1000	1704271000	-33,097	-72,018	2,8	19,2	650	1009	44	17,6	1,3
2017	4	27	40	57	170427	1100	1704271100	-33,040	-72,405	2,8	29,9	743	1009	40	18,6	1,0
2017	4	27	23	27	170427	1200	1704271200	-33,069	-71,912	3,5	25,3	779	1008	33	20,7	1,1
2017	4	27	26	51	170427	1200	1704271200	-33,142	-72,119	2,8	24,7	779	1008	33	20,7	1,1
2017	4	27	49	5	170427	1200	1704271200	-33,269	-71,977	3,5	21,7	779	1008	33	20,7	1,1
2017	4	27	52	58	170427	1200	1704271200	-33,161	-71,823	3,1	27,0	779	1008	33	20,7	1,1
2017	4	27	47	44	170427	1300	1704271300	-33,012	-71,970	3,4	28,2	749	1008	34	22,4	0,9
2017	4	27	49	0	170427	1300	1704271300	-33,009	-72,102	3,1	24,8	749	1008	34	22,4	0,9
2017	4	27	3	32	170427	1400	1704271400	-33,278	-71,944	3,1	18,9	650	1007	34	23,1	1,0
2017	4	27	19	20	170427	1400	1704271400	-33,198	-71,921	2,7	20,0	650	1007	34	23,1	1,0
2017	4	27	19	43	170427	1500	1704271500	-33,016	-72,259	3,6	29,3	486	1007	35	23,4	0,8
2017	4	27	35	37	170427	1500	1704271500	-33,021	-72,173	2,6	15,6	486	1007	35	23,4	0,8
2017	4	27	7	1	170427	1600	1704271600	-33,078	-72,016	2,7	25,3	91	1007	42	20,6	1,0
2017	4	27	12	36	170427	1800	1704271800	-33,072	-71,890	3,1	28,5	1	1008	53	17,3	NA
2017	4	27	17	34	170427	1800	1704271800	-33,296	-71,732	4,1	21,0	1	1008	53	17,3	NA
2017	4	27	13	23	170427	1900	1704271900	-33,009	-72,191	3,1	14,3	0	1008	61	15,9	NA
2017	4	27	56	48	170427	2000	1704272000	-33,000	-72,176	3,6	24,1	0	1009	63	15,0	NA
2017	4	27	7	3	170427	2100	1704272100	-33,020	-72,026	2,6	25,0	0	1009	67	14,3	NA
2017	4	27	37	8	170427	2200	1704272200	-33,131	-71,845	2,7	28,9	0	1009	74	13,6	NA
2017	4	27	15	46	170427	2300	1704272300	-33,096	-72,224	3,6	27,1	0	1009	76	12,7	NA
2017	4	27	18	7	170427	2300	1704272300	-33,090	-71,986	3,1	30,0	0	1009	76	12,7	NA
2017	4	27	51	57	170427	2300	1704272300	-32,915	-72,195	2,7	20,0	0	1009	76	12,7	NA
2017	4	28	44	11	170428	200	1704280200	-32,924	-72,120	3,4	20,1	0	1009	62	10,1	NA
2017	4	28	22	57	170428	300	1704280300	-33,084	-72,106	2,6	17,5	0	1008	60	9,7	0,2
2017	4	28	28	59	170428	300	1704280300	-33,156	-71,939	2,3	26,2	0	1008	60	9,7	0,2
2017	4	28	46	32	170428	300	1704280300	-32,921	-71,942	2,6	26,1	0	1008	60	9,7	0,2
2017	4	28	53	33	170428	300	1704280300	-32,909	-71,981	2,5	29,0	0	1008	60	9,7	0,2
2017	4	28	39	40	170428	500	1704280500	-33,098	-72,124	3,2	31,2	0	1008	60	9,0	0,2
2017	4	28	59	24	170428	600	1704280600	-33,060	-72,143	3,2	23,7	0	1009	59	9,0	0,1
2017	4	28	46	1	170428	700	1704280700	-32,973	-72,517	2,6	32,4	10	1009	59	8,7	0,3
2017	4	28	56	57	170428	700	1704280700	-32,965	-72,188	2,4	16,0	10	1009	59	8,7	0,3
2017	4	28	0	38	170428	800	1704280800	-32,999	-72,073	2,5	31,8	91	1009	55	9,8	0,6
2017	4	28	24	2	170428	800	1704280800	-32,965	-72,336	2,5	29,2	91	1009	55	9,8	0,6
2017	4	28	23	6	170428	900	1704280900	-32,990	-72,165	3,1	16,7	479	1009	44	15,4	0,3
2017	4	28	10	10	170428	1000	1704281000	-33,082	-72,091	3,2	29,0	640	1009	51	17,5	1,3
2017	4	28	30	5	170428	1200	1704281200	-33,259	-72,115	5,8	23,0	769	1008	43	20,0	1,0
2017	4	28	33	30	170428	1200	1704281200	-33,322	-71,962	4,7	24,1	769	1008	43	20,0	1,0
2017	4	28	40	24	170428	1200	1704281200	-33,256	-71,907	4,5	29,3	769	1008	43	20,0	1,0
2017	4	28	43	23	170428	1200	1704281200	-33,265	-71,923	3,8	27,2	769	1008	43	20,0	1,0
2017	4	28	44	31	170428	1200	1704281200	-33,242	-72,024	4,3	20,9	769	1008	43	20,0	1,0
2017	4	28	49	44	170428	1200	1704281200	-33,308	-71,913	5,1	25,7	769	1008	43	20,0	1,0
2017	4	28	52	42	170428	1200	1704281200	-33,267	-72,815	4,0	32,6	769	1008	43	20,0	1,0
2017	4	28	57	1	170428	1200	1704281200	-33,276	-71,968	4,3	27,5	769	1008	43	20,0	1,0
2017	4	28	58	34	170428	1200	1704281200	-33,259	-72,049	5,1	23,2	769	1008	43	20,0	1,0
2017	4	28	3	28	170428	1300	1704281300	-33,241	-71,962	3,2	26,2	734	1007	38	20,7	1,1
2017	4	28	5	57	170428	1300	1704281300	-33,169	-71,661	6,0	25,5	734	1007	38	20,7	1,1
2017	4	28	18	46	170428	1300	1704281300	-33,245	-71,896	4,0	30,5	734	1007	38	20,7	1,1
2017	4	28	21	28	170428	1300	1704281300	-33,225	-71,937	3,6	27,7	734	1007	38	20,7	1,1
2017	4	28	27	27	170428	1300	1704281300	-33,327	-71,928	4,0	28,2	734	1007	38	20,7	1,1
2017	4	28	36	52	170428	1300	1704281300	-33,270	-72,022	3,6	24,1	734	1007	38	20,7	1,1
2017	4	28	40	12	170428	1300	1704281300	-33,325	-71,917	3,4	20,1	734	1007	38	20,7	1,1
2017	4	28	51	52	170428	1300	1704281300	-33,245	-71,938	3,9	28,3	734	1007	38	20,7	1,1
2017	4	28	3	57	170428	1400	1704281400	-33,279	-72,019	3,5	24,1	635	1006	37	22,3	0,9
2017	4	28	9	40	170428	1400	1704281400	-33,249	-71,927	4,3	23,8	635	1006	37	22,3	0,9
2017	4	28	17	15	170428	1400	1704281400	-33,280	-72,092	2,0	24,1	635	1006	37	22,3	0,9
2017	4	28	18	18	170428	1400	1704281400	-33,254	-72,015	3,1	20,0	635	1006	37	22,3	0,9
2017	4	28	21	48	170428	1400	1704281400	-33,226	-72,063	4,3	24,1	635	1006	37	22,3	0,9
2017	4	28	24	37	170428	1400	1704281400	-33,270	-71,969	2,6	30,6	635	1006	37	22,3	0,9
2017	4	28	27	2	170428	1400	1704281400	-33,249	-72,004	2,7	20,1	635	1006	37	22,3	0,9
2017	4	28	28	21	170428	1400	1704281400	-33,326	-71,913	3,8	28,4	635	1006	37	22,3	0,9
2017	4	28	38	10	170428	1400	1704281400	-33,338	-71,965	3,9	26,1	635	1006	37	22,3	0,9
2017	4	28	41	9	170428	1400	1704281400	-33,239	-72,035	3,9	24,2	635	1006	37	22,3	0,9
2017	4	28	41	50	170428	1400	1704281400	-33,305	-71,977	5,2	21,8	635	1006	37	22,3	0,9
2017	4	28	47	57	170428	1400	1704281400	-33,347	-71,948	2,4	20,0	635	1006	37	22,3	0,9
2017	4	28	49	36	170428	1400	1704281400	-33,355	-71,979	2,8	24,1	635	1006	37	22,3	0,9
2017	4	28	55	3	170428	1400	1704281400	-33,343	-71,881	3,3	25,5	635	1006	37	22,3	0,9
2017	4	28	57	7	170428	1400	1704281400	-33,357	-71,943	4,3	25,1	635	1006	37	22,3	0,9
2017	4	28	2	16	170428	1500	1704281500	-33,355	-71,994	2,9	24,1	472	1005	37	23,4	1,1
2017	4	28	4	57	170428	1500	1704281500	-33,350	-71,951	3,1	24,1	472	1005	37	23,4	1,1
2017	4	28	12	22	170428	1500	1704281500	-33,312	-72,012	2,5	24,1	472	1005	37	23,4	1,1
2017	4	28	13	59	170428	1500	1704281500	-33,351	-71,910	3,4	20,0	472	1005	37	23,4	1,1
2017	4	28	18	1	170428	1500	1704281500	-33,308	-71,867	3,1	20,0	472	1005	37	23,4	1,1
2017	4	28	20	9	170428	1500	1704281500	-33,261	-71,921	3,4	21,2	472	1005	37	23,4	1,1
2017	4	28	24	51	170428	1500	1704281500	-33,362	-71,965	2,6	24,1	472	1005	37	23,4	1,1
2017	4	28	28	23	170428	1500	1704281500	-33,281	-71,957	4,2	24,0	472	1005	37	23,4	1,1
2017	4	28	34	15	170428	1500	1704281500	-33,235	-71,993	3,5	20,0	472	1005	37	23,4	1,1
2017	4	28	37	20	170428	1500	1704281500	-33,234	-71,914	2,6	27,0	472	1005	37	23,4	1,1
2017	4	28	49	56	170428	1500	1704281500	-33,244	-71,948	2,1	29,2	472	1005	37	23,4	1,1
2017	4	28	50	4	170428	1500	1704281500	-33,250	-71,973	2,5	25,6	472	1005	37	23,4	1,1
2017	4	28	59	20	170428	1500	1704281500	-33,274	-71,884	2,7	24,1	472	1005	37	23,4	1,1
2017	4	28	3	35	170428	1600	1704281600	-33,238	-71,943	2,9	26,1	86	1005	44	21,1	0,7
2017	4	28	11	40	170428	1600	1704281600	-33,260	-72,025	3,9	24,1	86	1005	44	21,1	0,7
2017	4	28	16	29	170428	1600	1704281600	-33,359	-71,994	3,2	24,1	86	1005	44	21,1	0,7
2017	4	28	18	19	170428	1600	1704281600	-33,346	-71,979	3,2	24,0	86	1005	44	21,1	0,7
2017	4	28	19	18	170428	1600	1704281600	-33,247	-71,957	3,2	25,7	86	1005	44	21,1	0,7
2017	4	28	31	22	170428	1600	1704281600	-33,298	-72,018	2,9	24,1	86	1005	44	21,1	0,7
2017	4	28	36	15	170428	1600	1704281600	-33,349	-71,865	2,6	20,0	86	1005	44	21,1	0,7
2017	4	28	43	31	170428	1600	1704281600	-33,263	-71,836	2,8	25,1	86	1005	44	21,1	0,7
2017	4	28	5	46	170428	1700	1704281700	-33,248	-71,983	2,7	24,5	25	1005	41	21,9	0,6
2017	4	28	24	21	170428	1700	1704281700	-33,259	-71,977	2,8	23,5	25	1005	41	21,9	0,6
2017	4	28	46	29	170428	1700	1704281700	-33,266	-71,969	3,7	27,9	25	1005	41	21,9	0,6
2017	4	28	1	23	170428	1800	1704281800	-33,232	-71,908	3,9	24,1	1	1006	39	21,8	0,3
2017	4	28	8	25	170428	1800	1704281800	-33,053	-71,907	2,7	25,7	1	1006	39	21,8	0,3
2017	4	28	10	6	170428	1800	1704281800	-32,994	-72,198	3,0	27,3	1	1006	39	21,8	0,3
2017	4	28	15	6	170428	1800	1704281800	-33,254	-71,967	2,4	19,0	1	1006	39	21,8	0,3
2017	4	28	23	56	170428	1800	1704281800	-32,906	-72,165	3,0	24,1	1	1006	39	21,8	0,3
2017	4	28	49	23	170428	1800	1704281800	-33,266	-71,965	3,0	24,7	1	1006	39	21,8	0,3
2017	4	28	21	22	170428	1900	1704281900	-33,004	-72,115	2,5	24,1	0	1006	58	17,7	0,1
2017	4	28	24	59	170428	1900	1704281900	-33,294	-72,024	2,7	20,5	0	1006	58	17,7	0,1
2017	4	28	27	19	170428	1900	1704281900	-33,324	-71,912	2,7	27,1	0	1006	58	17,7	0,1
2017	4	28	15	31	170428	2000	1704282000	-33,249	-72,042	2,7	19,8	0	1007	66	16,2	0,1
2017	4	28	22	54	170428	2100	1704282100	-33,237	-71,936	2,6	26,2	0	1007	70	15,2	0,0
2017	4	28	26	31	170428	2100	1704282100	-33,348	-71,941	2,6	18,3	0	1007	70	15,2	0,0
2017	4	28	35	5	170428	2100	1704282100	-33,040	-72,137	3,5	24,1	0	1007	70	15,2	0,0
2017	4	28	47	5	170428	2100	1704282100	-33,255	-71,997	2,8	24,1	0	1007	70	15,2	0,0
2017	4	28	47	6	170428	2100	1704282100	-33,262	-71,845	2,7	26,1	0	1007	70	15,2	0,0
2017	4	28	54	37	170428	2100	1704282100	-32,920	-72,148	2,8	17,7	0	1007	70	15,2	0,0
2017	4	28	8	35	170428	2200	1704282200	-33,368	-71,991	4,4	24,0	0	1007	73	14,6	NA
2017	4	28	16	21	170428	2200	1704282200	-33,113	-72,121	3,0	30,1	0	1007	73	14,6	NA
2017	4	28	25	24	170428	2200	1704282200	-33,378	-72,214	3,0	31,7	0	1007	73	14,6	NA
2017	4	28	30	13	170428	2200	1704282200	-33,376	-71,945	2,2	26,7	0	1007	73	14,6	NA
2017	4	28	37	16	170428	2200	1704282200	-33,235	-72,070	4,3	20,0	0	1007	73	14,6	NA
2017	4	28	40	44	170428	2200	1704282200	-33,242	-72,083	3,4	19,9	0	1007	73	14,6	NA
2017	4	28	46	0	170428	2200	1704282200	-33,222	-72,024	4,9	27,0	0	1007	73	14,6	NA
2017	4	28	53	23	170428	2200	1704282200	-33,243	-71,863	2,6	26,6	0	1007	73	14,6	NA
2017	4	28	54	16	170428	2200	1704282200	-33,245	-72,474	2,9	31,0	0	1007	73	14,6	NA
2017	4	28	9	1	170428	2300	1704282300	-33,239	-72,033	3,0	20,0	0	1007	76	13,4	NA
2017	4	28	36	24	170428	2300	1704282300	-33,104	-71,725	3,9	34,5	0	1007	76	13,4	NA
2017	4	28	36	25	170428	2300	1704282300	-33,090	-71,722	3,9	35,3	0	1007	76	13,4	NA
2017	4	28	43	9	170428	2300	1704282300	-33,368	-71,855	3,5	24,9	0	1007	76	13,4	NA
2017	4	29	5	49	170429	0	1704290000	-33,332	-72,023	2,8	20,2	0	1007	78	12,4	NA
2017	4	29	48	33	170429	0	1704290000	-33,100	-72,379	2,6	37,8	0	1007	78	12,4	NA
2017	4	29	19	50	170429	100	1704290100	-33,268	-71,937	3,0	20,4	0	1007	75	11,7	NA
2017	4	29	38	48	170429	100	1704290100	-32,928	-72,165	2,6	15,9	0	1007	75	11,7	NA
2017	4	29	50	35	170429	100	1704290100	-33,241	-71,965	4,0	26,1	0	1007	75	11,7	NA
2017	4	29	9	37	170429	200	1704290200	-33,303	-71,920	2,6	27,3	0	1006	73	11,2	NA
2017	4	29	11	28	170429	200	1704290200	-33,082	-71,820	2,5	31,7	0	1006	73	11,2	NA
2017	4	29	49	38	170429	200	1704290200	-33,263	-72,038	2,7	24,1	0	1006	73	11,2	NA
2017	4	29	26	48	170429	400	1704290400	-33,077	-71,977	3,5	28,0	0	1006	71	9,9	NA
2017	4	29	57	2	170429	400	1704290400	-33,252	-72,070	3,5	17,5	0	1006	71	9,9	NA
2017	4	29	18	3	170429	500	1704290500	-32,889	-71,874	2,7	22,8	0	1005	69	9,9	0,1
2017	4	29	27	49	170429	500	1704290500	-33,194	-71,771	2,3	25,9	0	1005	69	9,9	0,1
2017	4	29	30	43	170429	500	1704290500	-33,247	-72,050	4,2	24,0	0	1005	69	9,9	0,1
2017	4	29	52	54	170429	500	1704290500	-33,293	-71,847	3,7	20,2	0	1005	69	9,9	0,1
2017	4	29	54	1	170429	500	1704290500	-33,232	-72,106	4,1	20,0	0	1005	69	9,9	0,1
2017	4	29	6	23	170429	600	1704290600	-32,989	-72,259	2,8	24,1	0	1006	69	9,8	0,2
2017	4	29	11	13	170429	600	1704290600	-33,244	-71,972	2,9	27,3	0	1006	69	9,8	0,2
2017	4	29	48	51	170429	600	1704290600	-33,113	-72,043	3,2	17,9	0	1006	69	9,8	0,2
2017	4	29	5	20	170429	700	1704290700	-33,266	-71,927	2,6	16,5	9	1006	69	9,4	0,5
2017	4	29	42	45	170429	700	1704290700	-33,028	-71,974	2,7	27,2	9	1006	69	9,4	0,5
2017	4	29	3	21	170429	800	1704290800	-33,325	-71,997	2,3	20,0	69	1006	66	10,5	0,5
2017	4	29	54	15	170429	800	1704290800	-33,111	-72,089	2,8	15,8	69	1006	66	10,5	0,5
2017	4	29	27	51	170429	1000	1704291000	-33,131	-72,091	2,8	23,4	629	1006	51	18,7	0,8
2017	4	29	49	26	170429	1100	1704291100	-32,938	-72,271	3,1	26,7	727	1006	48	19,8	0,7
2017	4	29	52	42	170429	1100	1704291100	-33,057	-72,207	2,8	20,6	727	1006	48	19,8	0,7
2017	4	29	47	47	170429	1300	1704291300	-32,945	-72,061	3,0	27,3	721	1005	43	22,0	1,0
2017	4	29	7	22	170429	1400	1704291400	-33,294	-71,919	2,9	27,0	621	1005	43	23,5	0,9
2017	4	29	15	44	170429	1400	1704291400	-33,055	-72,136	3,2	24,1	621	1005	43	23,5	0,9
2017	4	29	45	25	170429	1400	1704291400	-33,157	-71,821	2,6	28,2	621	1005	43	23,5	0,9
2017	4	29	55	33	170429	1400	1704291400	-33,081	-72,035	2,9	23,1	621	1005	43	23,5	0,9
2017	4	29	6	46	170429	1500	1704291500	-33,092	-72,083	2,7	23,5	460	1005	41	23,9	0,7
2017	4	29	11	28	170429	1500	1704291500	-33,323	-71,966	2,6	21,0	460	1005	41	23,9	0,7
2017	4	29	44	45	170429	1500	1704291500	-33,016	-72,263	3,6	28,0	460	1005	41	23,9	0,7
2017	4	29	52	38	170429	1500	1704291500	-33,069	-72,044	2,6	30,1	460	1005	41	23,9	0,7
2017	4	29	55	34	170429	1600	1704291600	-33,299	-71,948	3,0	19,0	85	1005	46	21,0	0,4
2017	4	29	42	7	170429	1700	1704291700	-33,310	-71,929	3,4	26,0	27	1005	51	20,3	0,0
2017	4	29	57	4	170429	1700	1704291700	-33,311	-71,905	3,5	22,0	27	1005	51	20,3	0,0
2017	4	29	52	46	170429	1800	1704291800	-33,067	-72,095	2,9	31,0	1	1006	59	18,0	0,1
2017	4	29	2	52	170429	1900	1704291900	-33,059	-72,153	2,8	24,3	0	1007	69	16,0	0,2
2017	4	29	45	42	170429	1900	1704291900	-33,242	-71,893	3,0	27,3	0	1007	69	16,0	0,2
2017	4	30	5	7	170430	0	1704300000	-33,290	-71,872	2,5	23,0	0	1007	79	11,5	NA
2017	4	30	15	26	170430	0	1704300000	-33,007	-72,176	2,7	24,1	0	1007	79	11,5	NA
2017	4	30	40	43	170430	0	1704300000	-33,008	-72,376	3,2	36,1	0	1007	79	11,5	NA
2017	4	30	42	9	170430	0	1704300000	-33,281	-71,871	2,8	25,1	0	1007	79	11,5	NA
2017	4	30	52	28	170430	0	1704300000	-33,020	-72,315	2,8	31,8	0	1007	79	11,5	NA
2017	4	30	10	15	170430	200	1704300200	-33,034	-72,312	2,9	36,8	0	1006	76	10,6	0,0
2017	4	30	54	50	170430	200	1704300200	-32,968	-72,170	2,4	34,6	0	1006	76	10,6	0,0
2017	4	30	9	15	170430	300	1704300300	-33,164	-72,243	3,1	20,2	0	1006	78	9,9	NA
2017	4	30	32	25	170430	300	1704300300	-33,130	-72,228	2,9	19,5	0	1006	78	9,9	NA
2017	4	30	41	40	170430	300	1704300300	-33,336	-71,891	2,6	18,7	0	1006	78	9,9	NA
2017	4	30	50	3	170430	300	1704300300	-32,993	-72,202	2,6	24,0	0	1006	78	9,9	NA
2017	4	30	34	9	170430	400	1704300400	-33,015	-72,183	2,5	20,6	0	1006	79	9,4	NA
2017	4	30	1	55	170430	500	1704300500	-33,020	-72,315	2,8	33,5	0	1006	81	8,8	NA
2017	4	30	47	17	170430	500	1704300500	-33,078	-72,081	3,3	18,5	0	1006	81	8,8	NA
2017	4	30	57	25	170430	600	1704300600	-33,355	-71,908	3,3	31,9	0	1007	80	9,2	NA
2017	4	30	34	58	170430	900	1704300900	-33,038	-72,171	2,7	20,9	97	1008	81	12,3	NA
2017	4	30	55	27	170430	900	1704300900	-33,009	-72,275	2,7	24,1	97	1008	81	12,3	NA
2017	4	30	21	34	170430	1000	1704301000	-33,111	-71,981	3,0	24,1	184	1008	83	13,9	NA
2017	4	30	22	53	170430	1000	1704301000	-33,076	-72,111	3,2	18,1	184	1008	83	13,9	NA
2017	4	30	37	47	170430	1000	1704301000	-32,985	-72,000	2,6	29,9	184	1008	83	13,9	NA
2017	4	30	59	37	170430	1000	1704301000	-32,995	-72,301	2,9	24,0	184	1008	83	13,9	NA
2017	4	30	42	17	170430	1200	1704301200	-33,328	-71,932	2,7	27,1	438	1008	73	16,2	0,7
2017	4	30	41	12	170430	1300	1704301300	-33,099	-72,072	3,7	22,9	509	1007	70	17,3	0,8
2017	4	30	34	52	170430	1400	1704301400	-32,992	-72,292	3,0	22,4	265	1007	73	16,3	0,4
2017	4	30	55	34	170430	1400	1704301400	-33,370	-71,948	3,9	17,0	265	1007	73	16,3	0,4
2017	4	30	15	23	170430	1800	1704301800	-32,878	-72,035	2,4	18,3	1	1007	85	14,0	0,0
2017	4	30	49	2	170430	1800	1704301800	-32,974	-72,235	4,0	34,1	1	1007	85	14,0	0,0
2017	4	30	54	2	170430	1800	1704301800	-32,887	-72,085	3,1	22,6	1	1007	85	14,0	0,0
2017	4	30	57	7	170430	1800	1704301800	-33,376	-71,904	3,1	27,5	1	1007	85	14,0	0,0
2017	4	30	20	34	170430	1900	1704301900	-33,015	-72,042	2,7	18,3	0	1008	86	14,0	0,1
2017	4	30	50	39	170430	1900	1704301900	-33,048	-72,133	2,8	21,5	0	1008	86	14,0	0,1
2017	4	30	59	40	170430	1900	1704301900	-33,272	-72,096	3,9	24,1	0	1008	86	14,0	0,1
2017	4	30	58	55	170430	2000	1704302000	-32,958	-72,187	2,6	24,1	0	1009	84	14,1	0,5
2017	4	30	28	27	170430	2100	1704302100	-33,121	-72,022	2,5	21,2	0	1009	83	14,2	0,5
2017	4	30	44	38	170430	2100	1704302100	-32,971	-71,902	2,6	26,2	0	1009	83	14,2	0,5
2017	5	1	49	43	170501	0	1705010000	-32,914	-72,210	2,4	24,1	0	1009	83	14,2	0,4
2017	5	1	49	7	170501	400	1705010400	-33,056	-72,332	2,6	32,4	0	1008	85	13,5	0,2
2017	5	1	3	32	170501	600	1705010600	-33,004	-72,099	3,5	12,4	0	1008	89	13,3	NA
2017	5	1	42	11	170501	600	1705010600	-33,017	-72,088	2,8	12,3	0	1008	89	13,3	NA
2017	5	1	13	36	170501	1000	1705011000	-33,276	-71,951	3,1	28,2	118	1010	79	14,8	0,8
2017	5	1	44	40	170501	1100	1705011100	-33,021	-72,067	2,8	20,0	162	1010	73	15,9	0,5
2017	5	1	1	36	170501	1300	1705011300	-33,048	-72,172	2,7	17,1	345	1009	66	17,2	1,1
2017	5	1	21	24	170501	1300	1705011300	-33,305	-71,854	2,3	24,1	345	1009	66	17,2	1,1
2017	5	1	50	19	170501	1300	1705011300	-33,326	-71,830	2,5	23,7	345	1009	66	17,2	1,1
2017	5	1	31	39	170501	1400	1705011400	-33,046	-72,104	2,2	21,4	223	1010	69	16,6	0,8
2017	5	1	34	26	170501	1400	1705011400	-33,047	-72,017	2,6	24,0	223	1010	69	16,6	0,8
2017	5	1	17	22	170501	1500	1705011500	-32,792	-71,917	2,6	20,0	131	1010	72	16,0	0,4
2017	5	1	29	18	170501	1700	1705011700	-33,073	-72,124	2,6	24,1	33	1011	67	16,0	0,1
2017	5	1	23	26	170501	2000	1705012000	-33,298	-71,984	2,8	24,1	0	1012	70	15,4	0,0
2017	5	1	38	45	170501	2000	1705012000	-33,012	-72,213	3,9	20,4	0	1012	70	15,4	0,0
2017	5	1	50	49	170501	2000	1705012000	-33,009	-72,223	2,6	20,4	0	1012	70	15,4	0,0
2017	5	1	20	33	170501	2300	1705012300	-33,014	-72,350	2,5	15,0	0	1011	84	11,8	NA
2017	5	2	5	15	170502	100	1705020100	-33,339	-71,935	3,0	26,0	0	1011	85	10,8	0,1
2017	5	2	15	17	170502	300	1705020300	-33,083	-72,138	3,8	15,0	0	1012	79	12,2	0,2
2017	5	2	21	15	170502	300	1705020300	-33,074	-72,147	2,7	22,9	0	1012	79	12,2	0,2
2017	5	2	26	0	170502	300	1705020300	-33,218	-72,350	2,8	15,0	0	1012	79	12,2	0,2
2017	5	2	42	20	170502	300	1705020300	-32,939	-72,010	3,3	27,5	0	1012	79	12,2	0,2
2017	5	2	18	37	170502	500	1705020500	-33,098	-71,916	3,0	24,3	0	1011	82	11,6	0,1
2017	5	2	3	21	170502	600	1705020600	-33,120	-71,845	3,2	27,8	0	1012	82	11,4	0,3
2017	5	2	38	18	170502	700	1705020700	-33,094	-72,008	2,4	27,2	11	1012	82	11,2	0,5
2017	5	2	21	54	170502	1200	1705021200	-33,039	-71,950	2,6	24,0	698	1012	55	19,6	1,1
2017	5	2	15	3	170502	1900	1705021900	-32,969	-72,119	3,1	26,6	0	1011	75	15,5	NA
2017	5	2	52	31	170502	1900	1705021900	-32,898	-72,209	2,9	14,8	0	1011	75	15,5	NA
2017	5	2	25	30	170502	2000	1705022000	-32,802	-72,340	2,7	39,8	0	1011	68	16,0	0,2
2017	5	2	53	20	170502	2100	1705022100	-32,995	-72,378	3,3	28,8	0	1011	70	16,3	0,8
2017	5	3	26	43	170503	200	1705030200	-32,972	-72,141	2,6	26,9	0	1010	80	11,8	0,4
2017	5	3	4	36	170503	300	1705030300	-33,377	-71,897	3,1	25,1	0	1010	80	11,0	0,7
2017	5	3	25	2	170503	400	1705030400	-32,998	-71,912	2,5	28,3	0	1009	79	10,5	0,8
2017	5	3	57	39	170503	400	1705030400	-32,727	-72,236	2,7	20,4	0	1009	79	10,5	0,8
2017	5	3	17	34	170503	500	1705030500	-33,218	-71,998	2,4	24,1	0	1009	79	10,1	0,7
2017	5	3	41	31	170503	700	1705030700	-33,068	-72,017	2,4	25,1	7	1009	81	9,0	0,8
2017	5	3	30	54	170503	1100	1705031100	-33,088	-72,115	3,4	24,1	692	1007	53	19,0	0,8
2017	5	3	54	34	170503	1100	1705031100	-33,234	-72,057	3,2	20,0	692	1007	53	19,0	0,8
2017	5	3	19	34	170503	1200	1705031200	-32,912	-72,257	3,0	36,5	724	1007	51	19,4	1,2
2017	5	3	54	20	170503	1200	1705031200	-33,091	-72,225	2,7	33,0	724	1007	51	19,4	1,2
2017	5	3	50	22	170503	1300	1705031300	-33,083	-72,260	4,5	22,5	682	1006	42	21,8	0,7
2017	5	3	2	16	170503	1400	1705031400	-33,088	-72,264	2,9	23,9	587	1005	43	23,2	0,8
2017	5	3	48	58	170503	1400	1705031400	-32,986	-71,943	2,9	26,5	587	1005	43	23,2	0,8
2017	5	3	0	46	170503	1500	1705031500	-33,029	-71,750	2,8	26,7	429	1005	43	23,3	0,8
2017	5	3	22	27	170503	1600	1705031600	-33,094	-71,973	3,5	25,0	75	1005	57	19,5	0,7
