Año	Mes	Dia	Minuto	Segundo	Fecha	Hora	FechaHora	Latitud	Longitud	Magnitud	Profundidad	Radiacion	Presion	Humedad	Temperatura	VelocidadViento
2017	5	3	57	52	170503	1600	1705031600	-33,089	-72,159	3,0	35,8	75	1005	57	19,5	0,7
2017	5	3	38	34	170503	2000	1705032000	-33,069	-71,810	2,4	32,2	0	1006	77	14,9	NA
2017	5	4	24	48	170504	200	1705040200	-33,273	-71,934	3,1	28,0	0	1006	83	9,5	0,2
2017	5	4	59	9	170504	200	1705040200	-33,045	-72,005	2,8	26,6	0	1006	83	9,5	0,2
2017	5	4	57	45	170504	400	1705040400	-33,111	-72,236	3,4	15,0	0	1006	85	8,7	0,5
2017	5	4	6	24	170504	500	1705040500	-33,274	-72,012	2,5	24,0	0	1005	85	8,1	0,6
2017	5	4	56	41	170504	500	1705040500	-33,375	-71,990	2,9	26,5	0	1005	85	8,1	0,6
2017	5	4	24	12	170504	700	1705040700	-33,098	-72,006	2,8	27,8	14	1006	87	7,7	0,3
2017	5	4	2	59	170504	1000	1705041000	-33,014	-72,005	2,5	20,0	517	1007	76	13,5	0,8
2017	5	4	31	44	170504	1100	1705041100	-33,086	-72,024	3,8	28,1	278	1007	86	12,6	0,6
2017	5	4	47	13	170504	1300	1705041300	-33,068	-71,970	3,5	26,6	172	1007	85	13,7	0,4
2017	5	4	43	16	170504	1700	1705041700	-33,202	-71,709	2,7	25,1	17	1007	84	13,5	0,0
2017	5	4	34	48	170504	2200	1705042200	-32,946	-72,118	4,1	24,1	0	1008	87	12,7	0,3
2017	5	5	9	15	170505	0	1705050000	-33,242	-71,957	2,7	29,5	0	1008	88	12,3	0,3
2017	5	5	10	35	170505	0	1705050000	-33,149	-72,231	2,9	26,2	0	1008	88	12,3	0,3
2017	5	5	12	48	170505	100	1705050100	-33,554	-72,047	2,8	21,5	0	1007	87	12,0	0,6
2017	5	5	42	1	170505	100	1705050100	-32,819	-71,994	3,9	24,0	0	1007	87	12,0	0,6
2017	5	5	45	52	170505	100	1705050100	-32,797	-72,040	3,6	17,1	0	1007	87	12,0	0,6
2017	5	5	19	55	170505	200	1705050200	-33,128	-72,138	2,7	26,9	0	1007	86	11,7	0,3
2017	5	5	39	58	170505	200	1705050200	-32,842	-71,933	2,9	28,3	0	1007	86	11,7	0,3
2017	5	5	38	20	170505	500	1705050500	-33,050	-72,122	2,7	21,6	0	1005	93	10,3	0,4
2017	5	5	48	21	170505	700	1705050700	-32,957	-72,071	4,0	28,3	8	1006	93	10,4	0,6
2017	5	5	15	18	170505	900	1705050900	-33,243	-71,898	2,5	26,3	88	1006	83	11,4	0,8
2017	5	5	58	4	170505	900	1705050900	-33,138	-72,148	2,8	36,8	88	1006	83	11,4	0,8
2017	5	5	27	37	170505	1100	1705051100	-33,055	-72,131	2,8	24,1	230	1006	70	15,0	0,5
2017	5	5	48	19	170505	1100	1705051100	-33,118	-72,143	2,7	31,3	230	1006	70	15,0	0,5
2017	5	5	49	40	170505	1100	1705051100	-32,820	-72,376	2,6	35,1	230	1006	70	15,0	0,5
2017	5	5	24	43	170505	1200	1705051200	-33,325	-71,946	3,0	28,1	225	1006	73	14,9	0,7
2017	5	5	0	52	170505	1400	1705051400	-33,120	-71,978	3,1	27,4	128	1006	77	14,7	0,6
2017	5	5	8	15	170505	1400	1705051400	-32,939	-72,105	2,7	31,0	128	1006	77	14,7	0,6
2017	5	5	32	39	170505	1600	1705051600	-33,249	-71,916	2,7	24,9	66	1006	72	15,2	0,3
2017	5	5	0	55	170505	1700	1705051700	-33,106	-71,740	3,9	26,1	15	1006	73	14,7	0,3
2017	5	5	16	15	170505	1900	1705051900	-33,303	-71,785	3,6	22,0	0	1006	80	14,3	NA
2017	5	5	0	15	170505	2100	1705052100	-32,926	-72,270	2,6	33,8	0	1006	79	14,2	NA
2017	5	6	57	8	170506	100	1705060100	-33,241	-71,926	3,3	27,3	0	1005	72	14,0	0,1
2017	5	6	47	27	170506	300	1705060300	-33,323	-71,991	2,6	22,2	0	1005	71	14,0	0,3
2017	5	6	16	37	170506	800	1705060800	-33,038	-72,109	3,7	24,1	31	1006	71	14,6	0,3
2017	5	6	45	51	170506	1100	1705061100	-32,788	-71,560	2,5	30,1	213	1008	64	16,8	1,9
2017	5	6	8	12	170506	1300	1705061300	-33,058	-71,963	3,7	26,5	308	1007	56	18,2	1,6
2017	5	6	23	9	170506	1400	1705061400	-33,085	-71,759	3,3	27,0	186	1007	63	17,5	0,5
2017	5	6	58	9	170506	1400	1705061400	-33,099	-72,097	3,3	13,2	186	1007	63	17,5	0,5
2017	5	6	27	57	170506	1800	1705061800	-32,970	-72,056	2,5	25,0	0	1007	64	16,5	1,0
